what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1478285959032
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1478285959033
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1478285959034
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1478285959062
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1478285959063
started,bundle,com.altera.sbtgui.integration,12.1.1.243,"com.altera.sbtgui.integration",1478285959064
started,bundle,com.altera.sbtgui.project,12.1.1.243,"com.altera.sbtgui.project",1478285959064
started,bundle,com.altera.systemconsole,12.1.1.243,"com.altera.systemconsole",1478285959065
started,bundle,com.altera.systemconsole.designs.plugin,12.1.1.243,"com.altera.systemconsole.designs.plugin",1478285959065
started,bundle,com.altera.utilities,12.1.1.243,"com.altera.utilities",1478285959066
os,sysinfo,,,"win32",1478285959068
arch,sysinfo,,,"x86",1478285959068
ws,sysinfo,,,"win32",1478285959068
locale,sysinfo,,,"en_US",1478285959068
processors,sysinfo,,,"4",1478285959068
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1478285959068
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1478285959068
java.specification.name,sysinfo,,,"Java Platform API Specification",1478285959068
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1478285959068
java.specification.version,sysinfo,,,"1.6",1478285959068
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1478285959068
java.version,sysinfo,,,"1.6.0_23",1478285959068
java.vm.info,sysinfo,,,"mixed mode",1478285959068
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1478285959068
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1478285959068
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1478285959068
java.vm.specification.version,sysinfo,,,"1.0",1478285959068
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1478285959068
java.vm.version,sysinfo,,,"19.0-b09",1478285959068
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1478285959398
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1478285959969
started,bundle,com.altera.systemconsole.scripting,12.1.1.243,"com.altera.systemconsole.scripting",1478285960227
started,bundle,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch",1478285960838
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1478285964937
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1478285969825
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1478285970302
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1478285970322
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1478285970443
started,bundle,com.altera.sbtgui.core,12.1.1.243,"com.altera.sbtgui.core",1478285970447
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1478285970891
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1478285971000
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1478285971220
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1478285971396
error,log,,,"Unable to validate connection settings.",1478285986280
error,log,,,"Unable to validate connection settings.",1478285986285
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478285986319
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478285989493
executed,command,com.altera.sbtgui.project,12.1.1.243,"com.altera.sbtgui.project.commands.quartus",1478285994875
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1478285994957
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1478285994958
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1478285994968
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478286003418
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478374290443
error,log,,,"Unable to validate connection settings.",1478374300697
error,log,,,"Unable to validate connection settings.",1478374300701
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478374300707
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478374321229
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1478374326592
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478374326883
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478374328779
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478374336821
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478374378034
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1478374386309
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478374386622
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478374388872
error,log,,,"Unable to validate connection settings.",1478374399672
error,log,,,"Unable to validate connection settings.",1478374399675
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478374399694
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478374481767
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478374485318
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478374524535
error,log,,,"Unable to validate connection settings.",1478374534273
error,log,,,"Unable to validate connection settings.",1478374534276
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478374534283
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478374536726
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.200.v20110928-1505,"org.eclipse.ui.views.properties.tabbed",1478374539439
opened,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1478374539555
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1478374539604
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1478374540659
