what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1478462928233
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1478462928378
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1478462928731
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1478462928936
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1478462933609
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1478462948122
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1478462948128
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1478462948129
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478462948161
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478462951546
error,log,,,"Unable to validate connection settings.",1478462955740
error,log,,,"Unable to validate connection settings.",1478462955747
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478462955763
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478462962766
started,bundle,com.altera.debug.cdi.gdb.plugin,12.1.1.243,"com.altera.debug.cdi.gdb.plugin",1478462980213
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478462980563
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478462980612
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478462983050
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478462996606
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1478462996640
opened,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1478462998638
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1478462999058
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1478462999078
activated,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1478463079215
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1478463082044
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478463115200
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478463116601
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478463118008
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478463119128
activated,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1478463119891
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1478463120224
activated,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1478463125742
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1478463131357
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1478463147833
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478463165426
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478463168116
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478463169727
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478463171857
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1478463182345
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1478463184737
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478463188273
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478463189509
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478463191208
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478463194679
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478463202279
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478463203591
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478463204961
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478463207387
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1478463329489
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1478463331871
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1478463331957
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1478463349203
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478463402627
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478463405654
activated,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1478463443067
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1478463443846
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1478463679555
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1478463680535
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1478463681799
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1478463690741
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478463695846
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1478463697316
